Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
8	5	2035	37.80679932	21.95360107	0	7.77
9	5	2035	38.03379517	21.80499878	0	7.89
10	5	2035	38.39539795	22.39639893	0	7.9
11	5	2035	38.54659729	22.82220459	0	7.89
12	5	2035	38.26009521	22.82889709	0	7.82
13	5	2035	37.89659729	22.46800232	0	7.78
14	5	2035	38.13100281	22.43200073	0	7.87
15	5	2035	37.68750305	22.39460144	0	7.75
16	5	2035	37.84259644	22.62460022	0	7.77
17	5	2035	38.10839539	22.40849915	0	7.88
18	5	2035	38.267099	22.74740295	0	7.88
19	5	2035	38.31989441	23.05969849	0	7.86
20	5	2035	38.27290039	23.07949829	0	7.86
21	5	2035	37.92850037	22.91790161	0	7.8
22	5	2035	38.5539032	22.94039917	0	7.97
23	5	2035	39.26159973	23.52749634	0	8.12
24	5	2035	39.55450134	23.745401	0	8.17
25	5	2035	39.62479858	23.67599487	0	8.23
26	5	2035	39.25469666	23.83650513	0	8.1
27	5	2035	39.6190033	23.90029907	0	8.19
28	5	2035	39.13269958	24.43690186	0	7.95
29	5	2035	39.10390015	24.11789856	0	8.01
30	5	2035	38.67219849	23.88119507	0	7.91
31	5	2035	38.29419861	23.37590027	0	7.88
1	6	2035	38.22540588	23.6177948	0	7.84
2	6	2035	38.16589661	23.47559509	0	7.84
3	6	2035	38.00340271	23.79999695	0	7.74
4	6	2035	37.41920166	23.42910461	0	7.62
5	6	2035	37.35409546	23.25860291	0	7.63
6	6	2035	37.46070251	23.44240112	0	7.64
7	6	2035	37.67160034	23.38539734	0	7.72
8	6	2035	37.59559631	23.50449829	0	7.69
9	6	2035	37.83320007	23.22229614	0	7.8
10	6	2035	38.77880554	23.57019653	0	8.04
11	6	2035	38.95080261	24.06260071	0	8.03
12	6	2035	38.99630127	24.17090149	0	8.04
13	6	2035	39.06029663	24.2513031	0	8.01
14	6	2035	38.95049744	23.89559937	0	8.04
15	6	2035	39.17440491	23.87749939	0	8.12
16	6	2035	38.80259705	24.41280518	0	7.92
17	6	2035	39.04559937	24.0065033	0	8.06
18	6	2035	39.62490234	24.25450134	0	8.19
19	6	2035	39.90639648	24.52650146	0	8.23
20	6	2035	40.17310181	24.78529968	0	8.28
21	6	2035	39.84809875	24.35909729	0	8.26
22	6	2035	39.43600159	24.34689636	0	8.13
23	6	2035	39.19719849	24.80489807	0	7.97
24	6	2035	38.55749512	24.67440186	0	7.78
25	6	2035	37.94049988	24.06840515	0	7.7
26	6	2035	37.37559509	23.94509583	0	7.54
27	6	2035	38.47679443	23.87109985	0	7.9
28	6	2035	39.17120361	24.454599	0	8.01
29	6	2035	38.86660156	24.53009949	0	7.91
30	6	2035	38.5053009	23.96129761	0	7.87
1	7	2035	38.74150085	23.82420349	0	7.98
2	7	2035	38.99479675	24.18980103	0	7.98
3	7	2035	38.8053009	24.51680298	0	7.86
4	7	2035	38.4446991	24.44690247	0	7.75
5	7	2035	37.75660095	24.25340271	0	7.56
6	7	2035	37.45519714	23.43920593	0	7.62
7	7	2035	37.75929565	23.49980164	0	7.7
8	7	2035	37.38230591	23.79620056	0	7.53
9	7	2035	36.669104	23.49810181	0	7.36
10	7	2035	36.50440063	23.67569885	0	7.26
11	7	2035	36.22659912	23.66289978	0	7.17
12	7	2035	36.280896	23.11710205	0	7.28
13	7	2035	36.44649963	22.74919739	0	7.39
14	7	2035	36.71600037	22.56200562	0	7.49
15	7	2035	36.44649963	22.99359741	0	7.35
16	7	2035	36.25650024	22.85229797	0	7.31
17	7	2035	35.74450378	22.57849731	0	7.2
18	7	2035	35.13809509	22.22540283	0	7.05
19	7	2035	35.07159729	21.82750244	0	7.1
20	7	2035	34.76280212	21.68749695	0	7.02
21	7	2035	35.21319885	21.62539978	0	7.16
22	7	2035	35.77210083	21.84520264	0	7.29
23	7	2035	35.76779785	22.12400208	0	7.22
24	7	2035	35.40620117	22.05819397	0	7.1
25	7	2035	34.93859863	21.91090088	0	7
26	7	2035	34.81199646	21.66400146	0	6.99
27	7	2035	35.06870422	21.66859131	0	7.06
28	7	2035	34.82030334	21.56990051	0	6.96
29	7	2035	34.70690002	21.5993988	0	6.94
30	7	2035	34.40509949	21.34640198	0	6.88
31	7	2035	34.04480286	21.34110413	0	6.75
1	8	2035	34.08759766	21.14189758	0	6.81
2	8	2035	34.72950134	21.19750366	0	6.97
3	8	2035	35.55150146	21.50809937	0	7.15
4	8	2035	35.06220398	21.62400208	0	6.96
5	8	2035	34.78540039	21.46389465	0	6.92
6	8	2035	34.57720337	21.72910156	0	6.78
7	8	2035	33.54120178	21.42759705	0	6.51
8	8	2035	33.88649902	21.35849915	0	6.65
9	8	2035	32.47470398	20.70180359	0	6.32
10	8	2035	32.24759827	20.01930237	0	6.34
11	8	2035	31.94110413	19.93930054	0	6.25
12	8	2035	32.39070129	19.55360107	0	6.43
13	8	2035	32.12790222	20.43970032	0	6.21
14	8	2035	31.93940125	20.33040161	0	6.17
15	8	2035	32.28450623	20.06420288	0	6.29
16	8	2035	31.84349976	19.92450256	0	6.18
17	8	2035	31.95540466	19.36700134	0	6.3
18	8	2035	30.62579651	19.55949707	0	5.85
19	8	2035	30.32000122	19.10360107	0	5.84
20	8	2035	30.17660217	18.92010193	0	5.83
21	8	2035	30.40130615	18.27959595	0	5.95
22	8	2035	30.85159302	18.25640259	0	6.07
23	8	2035	30.73760071	18.84369812	0	5.95
24	8	2035	29.88030396	18.96140137	0	5.64
25	8	2035	29.82160034	18.11919861	0	5.78
26	8	2035	28.91220093	17.8368988	0	5.56
27	8	2035	28.1230011	17.22319946	0	5.43
28	8	2035	28.39099731	16.28720093	0	5.65
29	8	2035	28.83680115	16.72179871	0	5.67
30	8	2035	28.9651001	17.48209839	0	5.57
31	8	2035	29.28520203	18.00620117	0	5.57
1	9	2035	29.29069824	17.47820129	0	5.63
2	9	2035	29.16850281	17.36950073	0	5.6
3	9	2035	29.45390015	17.68179626	0	5.61
4	9	2035	28.84449768	17.04319763	0	5.52
5	9	2035	28.6473999	17.33640442	0	5.41
6	9	2035	28.56260071	17.06099548	0	5.42
7	9	2035	28.24369202	17.02529907	0	5.32
8	9	2035	27.37269897	16.68349915	0	5.12
9	9	2035	27.70020447	16.55939941	0	5.24
10	9	2035	27.79689636	16.2894989	0	5.28
11	9	2035	27.84310303	16.16869812	0	5.29
12	9	2035	27.22500305	15.90050049	0	5.13
13	9	2035	27.81570129	15.38719788	0	5.34
14	9	2035	26.40169983	15.91500244	0	4.91
15	9	2035	25.10260315	15.08179626	0	4.71
16	9	2035	25.195401	14.05549622	0	4.84
17	9	2035	25.36179504	13.73789673	0	4.91
18	9	2035	25.45529785	13.83869934	0	4.91
19	9	2035	25.070401	14.03570251	0	4.76
20	9	2035	25.18400269	14.01350098	0	4.76
21	9	2035	24.823703	14.25510254	0	4.64
22	9	2035	25.47870178	13.69580078	0	4.85
23	9	2035	25.13320313	13.34010315	0	4.79
24	9	2035	25.48330078	13.4565033	0	4.84
25	9	2035	24.95970154	14.0632019	0	4.62
26	9	2035	25.05510559	13.7605957	0	4.66
27	9	2035	25.45379944	14.13709717	0	4.68
28	9	2035	24.55709229	13.71560059	0	4.54
29	9	2035	24.23830261	13.03890076	0	4.54
30	9	2035	24.49849854	12.84110413	0	4.59
1	10	2035	23.04609985	12.85379944	0	4.25
2	10	2035	22.80249634	11.9282959	0	4.29
3	10	2035	23.22279663	12.2059967	0	4.34
4	10	2035	24.00829773	11.60460205	0	4.54
5	10	2035	23.54720154	12.56540222	0	4.32
6	10	2035	22.17920227	12.04550171	0	4.08
7	10	2035	22.51269836	11.67850037	0	4.17
8	10	2035	22.7697998	11.60580139	0	4.2
9	10	2035	22.36149902	11.08840027	0	4.18
10	10	2035	22.46139832	10.45799866	0	4.24
11	10	2035	22.5993988	10.5315979	0	4.23
12	10	2035	21.97789612	11.04590149	0	4.04
13	10	2035	22.11619873	10.50840149	0	4.11
14	10	2035	20.83309631	10.940802	0	3.82
15	10	2035	20.746698	9.984100342	0	3.88
16	10	2035	20.20980225	10.23340454	0	3.78
17	10	2035	20.17250061	10.3414978	0	3.7
18	10	2035	20.43169556	10.39579468	0	3.72
19	10	2035	20.154599	10.73810425	0	3.63
20	10	2035	20.24730835	10.49159851	0	3.67
21	10	2035	20.2980011	10.69809875	0	3.66
22	10	2035	18.24740295	9.562496948	0	3.38
23	10	2035	18.69729614	8.411199951	0	3.54
24	10	2035	19.87889709	8.044793701	0	3.75
25	10	2035	20.39119873	9.392098999	0	3.72
26	10	2035	20.49299927	9.736199951	0	3.68
27	10	2035	20.26870422	8.748797607	0	3.73
28	10	2035	20.71990051	9.020297241	0	3.76
29	10	2035	21.07519836	8.945196533	0	3.78
30	10	2035	21.08099976	8.787200928	0	3.81
31	10	2035	20.55490417	9.72769165	0	3.63
1	11	2035	19.38720093	8.79050293	0	3.49
2	11	2035	19.92439575	9.527597046	0	3.49
3	11	2035	20.12200012	8.765802002	0	3.59
4	11	2035	20.3861969	9.893099976	0	3.54
5	11	2035	20.29309998	8.75920105	0	3.6
6	11	2035	19.60750427	8.769302368	0	3.47
7	11	2035	19.36220093	9.755899048	0	3.35
8	11	2035	19.65630493	8.262203979	0	3.48
9	11	2035	18.98820496	8.51539917	0	3.35
10	11	2035	18.82089844	9.984794674	0	3.28
11	11	2035	17.32869873	9.249791012	0	3.14
12	11	2035	18.71440125	9.188990841	0	3.3
13	11	2035	18.22650146	10.78898327	0	3.21
14	11	2035	18.73589783	8.603889523	0	3.31
15	11	2035	18.77270203	8.836189327	0	3.24
16	11	2035	17.6559021	8.5375	0	3.09
17	11	2035	17.71559753	7.830099487	0	3.15
18	11	2035	18.12149963	8.268203735	0	3.16
19	11	2035	19.12269897	7.07119751	0	3.37
20	11	2035	19.73830261	8.031698608	0	3.4
21	11	2035	19.31959839	8.333502197	0	3.3
22	11	2035	19.08920593	7.868099976	0	3.28
23	11	2035	18.6980011	7.243399048	0	3.27
24	11	2035	19.05450439	7.782098389	0	3.28
25	11	2035	18.51589661	8.741896114	0	3.18
26	11	2035	18.77580566	9.804782219	0	3.16
27	11	2035	19.69630432	9.10018322	0	3.24
28	11	2035	20.56270142	9.745184441	0	3.24
29	11	2035	20.72700195	9.871887322	0	3.31
30	11	2035	19.13680115	8.79119421	0	3.18
1	12	2035	18.79200439	8.126498413	0	3.18
2	12	2035	18.69499817	8.859805298	0	3.09
3	12	2035	17.94089966	8.728997803	0	2.99
4	12	2035	18.23769836	8.064300537	0	3.08
5	12	2035	18.63899841	8.548504639	0	3.09
6	12	2035	18.27309875	8.712095699	0	3.02
7	12	2035	18.14250183	8.142999268	0	3.05
8	12	2035	18.68590088	8.17159729	0	3.12
9	12	2035	18.88479614	8.281889401	0	3.14
10	12	2035	18.57489929	7.583995113	0	3.12
11	12	2035	18.99550476	7.542501831	0	3.2
12	12	2035	19.24320068	8.283401489	0	3.16
13	12	2035	19.55429993	7.778997803	0	3.26
14	12	2035	19.96320496	8.735501099	0	3.21
15	12	2035	20.3296936	8.760299683	0	3.28
16	12	2035	19.84670105	8.46000061	0	3.23
17	12	2035	19.22210083	8.207901001	0	3.16
18	12	2035	18.86270142	8.889898682	0	3.05
19	12	2035	19.30469971	9.352092037	0	3.08
20	12	2035	20.70950012	8.244995117	0	3.37
21	12	2035	20.31449585	8.469403076	0	3.29
22	12	2035	21.52599792	8.958602905	0	3.44
23	12	2035	21.80100098	9.211303711	0	3.44
24	12	2035	21.05670166	9.138598633	0	3.36
25	12	2035	21.89970093	8.137295532	0	3.53
26	12	2035	22.2085968	8.400204468	0	3.57
27	12	2035	22.76950684	9.161804199	0	3.61
28	12	2035	21.50429993	9.807699585	0	3.37
29	12	2035	22.32310181	8.917202759	0	3.56
30	12	2035	23.33850098	9.273199463	0	3.67
31	12	2035	23.26569519	9.868295288	0	3.63
