Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
22	4	2045	21.56509399	36.50499573	0	7.22
23	4	2045	21.73660278	35.88120117	0	7.04
24	4	2045	21.50350037	36.9664978	0	7.4
25	4	2045	21.42230225	37.12650146	0	7.47
26	4	2045	21.98280334	37.7678009	0	7.61
27	4	2045	22.70189819	38.69759827	0	7.78
28	4	2045	23.27800293	38.79539795	0	7.72
29	4	2045	23.5	38.77900391	0	7.72
30	4	2045	23.06010132	37.86640015	0	7.53
1	5	2045	22.49019775	36.67409973	0	7.27
2	5	2045	22.19989624	36.694104	0	7.33
3	5	2045	22.02299805	36.99690247	0	7.47
4	5	2045	21.65340271	37.37640076	0	7.66
5	5	2045	22.81019897	37.99879761	0	7.67
6	5	2045	22.89489746	37.95130005	0	7.65
7	5	2045	23.07569885	37.97530212	0	7.65
8	5	2045	22.87649841	38.21350403	0	7.76
9	5	2045	23.6072052	39.37769775	0	8
10	5	2045	24.66840515	40.06719971	0	8.05
11	5	2045	24.9565979	39.97590027	0	7.99
12	5	2045	24.92189636	39.19370422	0	7.77
13	5	2045	24.00389709	38.37780151	0	7.67
14	5	2045	23.65410156	38.82109985	0	7.87
15	5	2045	23.60039978	39.62869873	0	8.13
16	5	2045	24.35449524	40.7506012	0	8.39
17	5	2045	24.5348999	39.29120178	0	7.91
18	5	2045	23.8559021	38.6052948	0	7.82
19	5	2045	24.22099609	38.03929749	0	7.6
20	5	2045	24.08550415	38.71210022	0	7.82
21	5	2045	24.71880188	39.84370422	0	8.08
22	5	2045	24.84490051	39.97019958	0	8.13
23	5	2045	24.60189819	39.71880493	0	8.08
24	5	2045	24.71059875	38.72030029	0	7.75
25	5	2045	24.50160217	38.45320129	0	7.73
26	5	2045	25.10459595	39.25269775	0	7.88
27	5	2045	25.60329895	40.00539856	0	8.04
28	5	2045	25.05169983	39.21640015	0	7.88
29	5	2045	24.48140259	38.98410034	0	7.92
30	5	2045	24.7447998	38.894104	0	7.83
31	5	2045	24.93940125	38.72080078	0	7.76
1	6	2045	24.53339844	38.1493988	0	7.64
2	6	2045	24.3303009	38.2368988	0	7.72
3	6	2045	24.37279663	37.96409607	0	7.62
4	6	2045	24.00999756	38.77289734	0	7.95
5	6	2045	24.8507019	39.88339539	0	8.17
6	6	2045	24.97250061	39.5677002	0	8.04
7	6	2045	25.07150269	39.77539673	0	8.11
8	6	2045	24.97660217	39.49629822	0	8.02
9	6	2045	24.48450012	39.01000061	0	7.94
10	6	2045	24.48730469	39.66870422	0	8.16
11	6	2045	25.26100159	39.99660339	0	8.15
12	6	2045	25.49719238	40.15740967	0	8.13
13	6	2045	24.96810303	39.25710144	0	7.97
14	6	2045	24.74949951	38.58790283	0	7.79
15	6	2045	24.81129761	39.07949524	0	7.91
16	6	2045	25.3848999	39.28609924	0	7.89
17	6	2045	25.21420288	39.3493988	0	7.96
18	6	2045	25.28269653	39.09680481	0	7.84
19	6	2045	24.89819641	39.21589661	0	7.96
20	6	2045	25.54339905	39.82069702	0	8.04
21	6	2045	25.23149719	39.01989746	0	7.84
22	6	2045	25.29249573	38.77640686	0	7.74
23	6	2045	25.09250183	38.5006012	0	7.7
24	6	2045	24.39359741	38.61600037	0	7.86
25	6	2045	24.42480164	38.04559937	0	7.68
26	6	2045	24.28360291	38.79100342	0	7.94
27	6	2045	24.75549927	39.49519653	0	8.07
28	6	2045	25.13149719	39.25809937	0	7.91
29	6	2045	24.83850098	38.90999756	0	7.87
30	6	2045	24.90870056	39.17979736	0	7.94
1	7	2045	24.74200134	39.84519958	0	8.16
2	7	2045	25.48000183	39.48479919	0	7.94
3	7	2045	24.68300171	38.35650024	0	7.71
4	7	2045	24.16680298	37.25469971	0	7.45
5	7	2045	23.89290161	37.69920044	0	7.64
6	7	2045	24.24470215	38.15379944	0	7.72
7	7	2045	24.28130188	38.30989685	0	7.74
8	7	2045	24.0019043	37.12589722	0	7.4
9	7	2045	23.11789551	36.61690063	0	7.39
10	7	2045	23.10430298	36.71720276	0	7.43
11	7	2045	23.33919983	36.2657959	0	7.22
12	7	2045	22.91439819	36.03980408	0	7.24
13	7	2045	22.85610046	35.84819946	0	7.2
14	7	2045	23.22590027	36.01130066	0	7.18
15	7	2045	22.83469849	35.98370056	0	7.2
16	7	2045	22.25090027	35.83070068	0	7.26
17	7	2045	21.97249756	35.79889832	0	7.3
18	7	2045	22.02670288	36.0256012	0	7.35
19	7	2045	22.02480164	35.77620544	0	7.27
20	7	2045	22.33449402	35.86920166	0	7.24
21	7	2045	22.63779907	36.09230042	0	7.24
22	7	2045	22.49099731	35.9085022	0	7.2
23	7	2045	22.18439941	35.34300537	0	7.09
24	7	2045	21.879599	34.87359619	0	6.99
25	7	2045	21.58970337	34.45039368	0	6.91
26	7	2045	21.42879944	34.39819641	0	6.9
27	7	2045	21.48709717	34.43740234	0	6.9
28	7	2045	21.37569885	34.45119934	0	6.9
29	7	2045	21.42739868	34.23409729	0	6.83
30	7	2045	20.84549866	33.79849854	0	6.77
31	7	2045	20.8776001	34.42929382	0	6.98
1	8	2045	21.55140076	34.38710022	0	6.82
2	8	2045	21.06639709	33.70450134	0	6.69
3	8	2045	20.46869812	32.51870117	0	6.43
4	8	2045	19.77399902	32.60220032	0	6.56
5	8	2045	20.10000305	33.50229492	0	6.76
6	8	2045	20.7118988	33.77410278	0	6.73
7	8	2045	20.90139771	33.45950317	0	6.6
8	8	2045	20.62939758	33.21299744	0	6.54
9	8	2045	20.37979736	33.21479797	0	6.59
10	8	2045	20.41749878	33.18580017	0	6.56
11	8	2045	20.34659729	33.24559631	0	6.57
12	8	2045	20.21620178	33.19729919	0	6.55
13	8	2045	20.214505	33.12749939	0	6.54
14	8	2045	19.82839966	32.719104	0	6.47
15	8	2045	20.39840088	32.80680237	0	6.4
16	8	2045	20.16959839	32.17999878	0	6.23
17	8	2045	19.47260132	31.5440033	0	6.16
18	8	2045	19.07010498	31.63529968	0	6.23
19	8	2045	18.83719788	31.62930298	0	6.25
20	8	2045	19.08660278	31.74150696	0	6.21
21	8	2045	19.40079956	31.70849915	0	6.16
22	8	2045	19.54519653	31.8132019	0	6.16
23	8	2045	19.40270081	31.53950195	0	6.06
24	8	2045	19.29699707	31.7367981	0	6.12
25	8	2045	20.05690308	31.98499451	0	6.08
26	8	2045	19.71480408	32.54769897	0	6.26
27	8	2045	19.95670166	31.52279968	0	5.93
28	8	2045	18.83840332	29.77649841	0	5.6
29	8	2045	18.14639587	29.07810364	0	5.52
30	8	2045	17.81109924	29.29559937	0	5.62
31	8	2045	18.23019714	29.66340332	0	5.62
1	9	2045	17.85440063	29.01899719	0	5.49
2	9	2045	17.62319641	29.2552002	0	5.58
3	9	2045	17.32170105	29.739505	0	5.73
4	9	2045	17.40220032	29.61679993	0	5.65
5	9	2045	17.41799927	30.23850098	0	5.78
6	9	2045	17.58280029	30.55539551	0	5.85
7	9	2045	17.46519775	29.06140137	0	5.48
8	9	2045	16.87690125	29.08339844	0	5.54
9	9	2045	16.96650085	29.6632019	0	5.64
10	9	2045	17.49100037	29.43119812	0	5.48
11	9	2045	17.01340027	28.83150024	0	5.41
12	9	2045	16.44040527	28.29989929	0	5.33
13	9	2045	16.68920288	27.85530396	0	5.14
14	9	2045	16.58979797	28.02950134	0	5.2
15	9	2045	16.92820129	27.76700134	0	5.08
16	9	2045	16.38909912	26.27650146	0	4.78
17	9	2045	15.7053009	26.74890137	0	4.97
18	9	2045	15.86409912	26.62499695	0	4.92
19	9	2045	15.81900024	25.94740295	0	4.75
20	9	2045	14.88720398	24.60639954	0	4.55
21	9	2045	14.71479797	24.19299622	0	4.46
22	9	2045	14.21480103	24.21289978	0	4.49
23	9	2045	14.56640015	25.1993042	0	4.66
24	9	2045	14.16039734	25.2598999	0	4.71
25	9	2045	13.58699646	25.21150208	0	4.76
26	9	2045	13.03429565	24.71000366	0	4.67
27	9	2045	13.0539978	24.18809814	0	4.56
28	9	2045	12.73820496	23.35319824	0	4.38
29	9	2045	12.220401	23.88739929	0	4.55
30	9	2045	12.81270142	24.72890015	0	4.62
1	10	2045	12.97409668	24.87149658	0	4.62
2	10	2045	13.63210449	26.15109863	0	4.81
3	10	2045	13.66439819	25.38179626	0	4.62
4	10	2045	13.38430176	24.71329956	0	4.5
5	10	2045	12.87380066	23.75620422	0	4.36
6	10	2045	13.18140564	23.21539307	0	4.17
7	10	2045	13.18569946	22.95679626	0	4.1
8	10	2045	13.02410278	22.68660278	0	4.05
9	10	2045	12.59029541	22.30760193	0	4.01
10	10	2045	12.28909912	23.69940186	0	4.29
11	10	2045	12.82850342	24.23749695	0	4.32
12	10	2045	12.41810303	22.7388031	0	4.08
13	10	2045	12.57520142	22.93210449	0	4.06
14	10	2045	11.8019989	22.37249756	0	4.03
15	10	2045	11.79710083	21.37980042	0	3.82
16	10	2045	11.40170593	20.83939514	0	3.73
17	10	2045	10.01009521	20.66529846	0	3.83
18	10	2045	10.42309875	21.35500183	0	3.89
19	10	2045	10.94100342	21.40780029	0	3.84
20	10	2045	9.90869751	20.49960022	0	3.75
21	10	2045	8.80300293	20.92969971	0	3.91
22	10	2045	9.564096069	22.09250183	0	4.05
23	10	2045	9.884106445	22.12659912	0	4.02
24	10	2045	10.40439758	21.89219971	0	3.89
25	10	2045	11.08659363	23.34009399	0	4.07
26	10	2045	11.06239929	23.02469788	0	3.99
27	10	2045	11.35609741	22.46879883	0	3.86
28	10	2045	10.13169861	22.12120056	0	3.91
29	10	2045	10.32630005	21.40020447	0	3.74
30	10	2045	9.513900757	20.7381012	0	3.7
31	10	2045	9.498605347	21.40960388	0	3.77
1	11	2045	9.807797241	20.53009949	0	3.61
2	11	2045	9.257696533	19.89330444	0	3.53
3	11	2045	8.73460083	20.11049805	0	3.6
4	11	2045	9.349899292	19.93990173	0	3.49
5	11	2045	9.389300537	19.30230103	0	3.39
6	11	2045	8.671194458	19.07640076	0	3.4
7	11	2045	8.983297729	18.9256012	0	3.34
8	11	2045	10.06958776	19.23389893	0	3.26
9	11	2045	8.197900391	19.11239929	0	3.4
10	11	2045	7.843603516	19.38890076	0	3.47
11	11	2045	8.232394409	18.93269653	0	3.35
12	11	2045	8.070098877	18.76749878	0	3.31
13	11	2045	7.596600342	18.68809814	0	3.33
14	11	2045	8.684291134	19.69569702	0	3.4
15	11	2045	9.71249548	19.2592041	0	3.22
16	11	2045	9.557093868	18.47619934	0	3.12
17	11	2045	9.689390621	18.67110596	0	3.13
18	11	2045	7.619104004	18.49049988	0	3.25
19	11	2045	7.554501343	18.96439819	0	3.32
20	11	2045	7.384896851	19.29779663	0	3.37
21	11	2045	8.559095821	19.91940613	0	3.34
22	11	2045	8.709396362	19.94620667	0	3.34
23	11	2045	8.051501465	19.27329712	0	3.28
24	11	2045	7.732904053	19.67029724	0	3.38
25	11	2045	8.660198975	21.05480042	0	3.49
26	11	2045	8.163397217	20.47290344	0	3.43
27	11	2045	7.674899292	18.96540222	0	3.22
28	11	2045	7.583395386	19.14909668	0	3.26
29	11	2045	8.267504883	18.86890259	0	3.17
30	11	2045	8.163299561	19.92349854	0	3.33
1	12	2045	8.094198608	20.2934021	0	3.37
2	12	2045	9.099002075	20.07279663	0	3.26
3	12	2045	8.550292969	21.01410217	0	3.45
4	12	2045	9.501199341	18.79159851	0	3.06
5	12	2045	8.034301758	17.9572937	0	3.03
6	12	2045	8.385598755	17.58289795	0	2.94
7	12	2045	7.329299927	17.87599792	0	3.06
8	12	2045	6.600201416	18.77859802	0	3.23
9	12	2045	6.961592159	19.39390259	0	3.27
10	12	2045	7.256600952	20.85520325	0	3.47
11	12	2045	8.924301147	22.19840088	0	3.52
12	12	2045	8.557699585	22.38589783	0	3.6
13	12	2045	8.777401733	21.54619751	0	3.46
14	12	2045	8.103399658	20.39179993	0	3.34
15	12	2045	8.742498779	20.21350098	0	3.24
16	12	2045	9.089093018	20.01230164	0	3.22
17	12	2045	8.771502686	20.41859741	0	3.27
18	12	2045	8.804199219	20.86759338	0	3.34
19	12	2045	8.923995972	20.31400146	0	3.25
20	12	2045	8.381100464	19.64360046	0	3.2
21	12	2045	7.711303711	20.70710144	0	3.38
22	12	2045	8.602191162	21.3196991	0	3.42
23	12	2045	9.296096802	20.8677002	0	3.31
24	12	2045	9.856695557	21.28720093	0	3.34
25	12	2045	8.039996338	20.58710022	0	3.37
26	12	2045	9.263392696	20.63900146	0	3.29
27	12	2045	9.114195309	21.45270386	0	3.43
28	12	2045	9.976296997	22.19729614	0	3.45
29	12	2045	10.39850159	22.8842041	0	3.54
30	12	2045	10.03339844	22.81380005	0	3.56
31	12	2045	9.386599731	21.19429932	0	3.37
